survey,subclass,plate,mjd,fiberid
boss,M6III (148783),3821,55535,976
boss,M5III (221615),4543,55888,241
boss,M4.5:III (123657),6254,56268,985
sdss,M6,1336,52759,78
sdss,M6,1336,52759,85
sdss,M6,1336,52759,86
sdss,M1,1336,52759,95
sdss,M6,1336,52759,109
sdss,M6,1336,52759,125
boss,M6III (148783),6294,56482,483
boss,M4.5:III (123657),5783,56017,63
boss,M3III (44478),5783,56017,79
sdss,M2,1395,52825,130
sdss,M4,1395,52825,135
sdss,M2,1395,52825,154
sdss,M6,1395,52825,155
sdss,M3,1395,52825,156
sdss,M3,1395,52825,185
boss,M5III (221615),6506,56564,691
boss,M4.5:III (123657),6506,56564,694
boss,M5III (221615),6506,56564,703
boss,M5III (221615),6506,56564,705
sdss,M3,513,51989,496
boss,M1 (204445),6480,56340,343
boss,M4.5:III (123657),6480,56340,376
boss,M0III (168720),5061,55806,590
boss,M5III (221615),5061,55806,605
boss,M4.5:III (123657),5061,55806,625
boss,M5III (221615),5061,55806,631
boss,M4.5:III (123657),4783,55652,751
boss,M6III (148783),4783,55652,778
sdss,M6,774,52286,522
sdss,M9,774,52286,541
sdss,M8,774,52286,546
sdss,M5,774,52286,548
sdss,M7,774,52286,550
sdss,M1,774,52286,555
sdss,M5,774,52286,562
sdss,M4,774,52286,576
sdss,M0,1674,53464,347
sdss,M3,1674,53464,381
sdss,M0,2208,53880,240
boss,M5III (221615),4055,55359,193
boss,M5III (221615),4055,55359,223
sdss,M0,754,52232,65
sdss,M7,754,52232,73
sdss,M6,754,52232,101
sdss,M1,754,52232,119
sdss,M4,266,51630,409
boss,M4.5:III (123657),3819,55540,524
boss,M4.5:III (123657),3819,55540,535
sdss,M5,755,52235,265
sdss,M6,755,52235,308
sdss,M1,755,52235,309
boss,M5III (221615),6253,56574,541
boss,M1 (204445),6253,56574,600
sdss,M0,2209,53907,346
sdss,M5,2209,53907,396
sdss,M6,1948,53388,323
sdss,M2,1948,53388,340
sdss,M4,1948,53388,365
sdss,M4,1948,53388,366
boss,M5III (221615),6465,56279,759
sdss,M6,755,52235,346
sdss,M0,755,52235,372
sdss,M2,755,52235,378
boss,M1 (204445),6253,56574,605
segue2,M1,3319,54915,396
segue2,M2,3319,54915,398
segue2,M4,3319,54915,401
segue2,M2,3319,54915,403
segue2,M2,3319,54915,419
segue2,M1,3319,54915,439
segue2,M3,3319,54915,440
segue2,M2,3319,54915,444
segue1,M2V,2828,54438,355
sdss,M0V,1652,53555,446
boss,M4.5:III (123657),5332,55981,674
boss,M5III (221615),5332,55981,676
boss,M1 (204445),5332,55981,693
sdss,M5,1024,52826,243
sdss,M2,495,51988,421
sdss,M1,495,51988,450
sdss,M4,2212,53789,103
sdss,M6,2212,53789,112
sdss,M3,2212,53789,140
sdss,M5,1655,53523,268
sdss,M0,1655,53523,313
boss,M6III (148783),6717,56397,552
boss,M4.5:III (123657),4341,55538,509
segue1,M3,2561,54597,265
segue1,M0V,2561,54597,270
segue1,M9,2561,54597,282
segue1,M0V,2561,54597,306
segue1,M0V,2561,54597,312
boss,M5III (221615),4382,55742,337
boss,M1 (204445),4382,55742,883
boss,M5III (221615),4382,55742,887
boss,M5III (221615),4382,55742,913
sdss,M3,1399,53172,257
sdss,M6,1399,53172,260
sdss,M5,1399,53172,269
sdss,M6,1399,53172,292
sdss,M1,1399,53172,294
sdss,M5,1399,53172,304
sdss,M5,1399,53172,313
sdss,M0,1399,53172,317
boss,M4.5:III (123657),5062,55803,421
boss,M5III (221615),5062,55803,422
sdss,M7,1357,53034,270
sdss,M3,1357,53034,287
sdss,M4,1357,53034,290
sdss,M4,1357,53034,302
sdss,M3,1357,53034,319
boss,M5III (221615),5735,55980,633
boss,M4.5:III (123657),4071,55660,174
boss,M4.5:III (123657),4071,55660,229
boss,M5III (221615),5735,55980,806
sdss,M7,2234,53823,229
sdss,M3,2234,53823,237
boss,M5III (221615),6714,56447,769
boss,M1 (204445),6714,56447,807
boss,M3III (44478),6714,56447,822
boss,M4.5:III (123657),6714,56447,827
boss,M6III (148783),4055,55359,250
boss,M1 (204445),4055,55359,289
boss,M5III (221615),4055,55359,336
sdss,M1,2493,54115,165
segue1,M0,2827,54422,146
segue1,M0,2827,54422,156
sdss,M2,1022,52524,399
sdss,M1,1022,52524,413
sdss,M0,1022,52524,421
boss,M4.5:III (123657),6465,56279,815
boss,M6III (148783),6465,56279,837
sdss,M4,2209,53907,401
sdss,M2,2209,53907,404
sdss,M2,2209,53907,407
sdss,M3,2209,53907,408
sdss,M3,2209,53907,412
sdss,M3,2209,53907,419
sdss,M3,2209,53907,445
sdss,M4,2209,53907,447
sdss,M1,2209,53907,453
sdss,M3,2209,53907,455
boss,M3III (44478),5046,56243,559
segue2,M1,3319,54915,460
segue2,M4,3319,54915,462
segue2,M1,3319,54915,464
segue2,M2,3319,54915,476
segue2,M2,3319,54915,478
segue2,M2,3319,54915,479
segue2,M3,3319,54915,493
segue2,M2,3319,54915,496
segue2,M3,3319,54915,497
sdss,M5,1948,53388,450
sdss,M7,1948,53388,451
sdss,M2,1948,53388,457
sdss,M0,1948,53388,468
sdss,M6,1948,53388,472
sdss,M2,1948,53388,473
sdss,M0,1948,53388,506
sdss,M4,1948,53388,512
segue1,M0,2828,54438,477
segue1,M1,2828,54438,489
sdss,M5,755,52235,449
sdss,M5,755,52235,478
sdss,M6,755,52235,490
sdss,M0,755,52235,491
boss,M4.5:III (123657),7100,56636,785
boss,M6III (148783),6465,56279,874
boss,M4.5:III (123657),6465,56279,879
boss,M4.5:III (123657),6465,56279,912
boss,M1 (204445),6715,56449,813
sdss,M6,1948,53388,513
sdss,M2,1948,53388,539
sdss,M2,1948,53388,562
sdss,M4,1948,53388,573
boss,M3III (44478),4058,55358,112
boss,M5III (221615),4058,55358,113
sdss,M0V,2497,54154,480
sdss,M4,2497,54154,482
sdss,M3,269,51910,520
sdss,M6,2839,54461,573
boss,M6III (148783),4611,55603,194
boss,M8IIIe (84748),4836,55689,340
sdss,M7,1402,52872,14
sdss,M3,1402,52872,30
sdss,M6,1402,52872,37
sdss,M3,1402,52872,50
sdss,M9,1402,52872,63
sdss,M8,565,52225,187
sdss,M6,565,52225,189
sdss,M6,565,52225,195
sdss,M6,565,52225,200
sdss,M4,565,52225,204
boss,M1 (204445),5379,55986,734
boss,M5III (221615),5379,55986,752
boss,M6III (148783),5379,55986,754
sdss,M2,2234,53823,526
sdss,M8,2234,53823,561
sdss,M0V,2521,54538,334
sdss,M3,2521,54538,353
boss,M6III (148783),7115,56667,960
boss,M1 (204445),5736,55984,305
sdss,M6,286,51999,182
sdss,M3,777,52320,450
sdss,M1,777,52320,455
sdss,M0,777,52320,459
sdss,M3,777,52320,464
sdss,M3,777,52320,467
sdss,M0V,777,52320,493
sdss,M6,777,52320,499
boss,M3III (44478),5736,55984,697
boss,M6III (148783),5736,55984,702
boss,M4.5:III (123657),5736,55984,739
sdss,M3,1947,53431,229
sdss,M3,1947,53431,241
sdss,M7,1947,53431,254
sdss,M2,1021,52460,180
sdss,M1,1021,52460,191
segue2,M0,3318,54951,199
segue2,M0,3318,54951,201
segue2,M1,3318,54951,218
segue2,M3,3318,54951,220
segue2,M0,3318,54951,235
segue2,M0,3318,54951,242
sdss,M2,2208,53880,322
sdss,M2,2208,53880,343
sdss,M9,2208,53880,383
boss,M1 (204445),4321,55504,834
segue1,M0,2827,54422,248
segue1,M3,2827,54422,258
segue1,M0,2827,54422,260
boss,M4.5:III (123657),6253,56574,771
boss,M5III (221615),6253,56574,781
boss,M5III (221615),7100,56636,825
sdss,M0V,1022,52524,539
boss,M4.5:III (123657),3820,55542,661
segue2,M2,3319,54915,601
segue2,M2,3319,54915,621
segue2,M2,3319,54915,637
sdss,M3,1022,52524,583
sdss,M0,1022,52524,605
sdss,M4,1022,52524,626
boss,M6III (148783),4769,55931,806
boss,M3III (44478),4769,55931,829
boss,M5III (221615),4322,55503,769
sdss,M1,267,51608,501
boss,M5III (221615),4056,55357,349
boss,M4.5:III (123657),4056,55357,381
sdss,M6,1333,52782,528
sdss,M6,1333,52782,545
sdss,M6,1333,52782,570
sdss,M8,1333,52782,575
sdss,M5,755,52235,580
sdss,M3,755,52235,594
sdss,M6,755,52235,609
sdss,M3,755,52235,621
sdss,M6,755,52235,623
sdss,M2,493,51957,221
boss,M4.5:III (123657),5048,56218,415
boss,M1 (204445),6255,56240,471
boss,M2Iab: (36389),6255,56240,472
sdss,M7,269,51910,608
sdss,M5,758,52253,68
sdss,M6,758,52253,75
sdss,M5,758,52253,81
sdss,M6,758,52253,97
sdss,M0,758,52253,98
sdss,M7,758,52253,119
sdss,M4,758,52253,123
boss,M5III (221615),4771,55925,907
sdss,M6,567,52252,166
sdss,M7,567,52252,194
sdss,M1,567,52252,203
sdss,M5,1405,52826,523
sdss,M3,1405,52826,541
sdss,M5,1405,52826,543
boss,M0III (168720),4180,55679,254
boss,M5III (221615),4180,55679,283
boss,M5III (221615),6514,56487,335
boss,M5III (221615),6038,56090,109
boss,M5III (221615),6038,56090,113
boss,M1 (204445),6038,56090,154
sdss,M4,1729,53858,130
sdss,M0,1729,53858,145
sdss,M2,1729,53858,172
sdss,M6,1729,53858,177
sdss,M6,1729,53858,185
boss,M5III (221615),7160,56599,675
sdss,M2,1360,53033,212
boss,M4.5:III (123657),4786,55651,575
boss,M1 (204445),4073,55663,299
boss,M4.5:III (123657),4073,55663,341
boss,M4.5:III (123657),4073,55663,495
boss,M6III (148783),4073,55663,504
boss,M5III (221615),6270,56273,623
sdss,M2,1332,52781,203
sdss,M6,1332,52781,224
sdss,M8,1332,52781,244
sdss,M3,491,51942,482
boss,M1 (204445),4055,55359,404
boss,M1 (204445),4055,55359,427
sdss,M3,754,52232,275
sdss,M0,754,52232,306
sdss,M8,754,52232,321
sdss,M3,754,52232,324
sdss,M6,754,52232,340
segue1,M3,2828,54438,597
segue1,M1,2828,54438,601
segue1,M3,2828,54438,617
segue1,M1,2828,54438,618
boss,M5III (221615),5989,56312,975
sdss,M7,1333,52782,606
sdss,M6,1333,52782,614
sdss,M5,1333,52782,623
sdss,M4,1333,52782,636
sdss,M5,1333,52782,640
boss,M5III (221615),3820,55542,773
boss,M5III (221615),3820,55542,781
boss,M5III (221615),4056,55357,447
boss,M5III (221615),4056,55357,451
sdss,M3,2209,53907,599
sdss,M2,2209,53907,603
sdss,M3,2209,53907,606
sdss,M6,2209,53907,607
sdss,M2,2209,53907,624
sdss,M2,2210,53535,13
boss,M5III (221615),4541,55882,983
boss,M5III (221615),6253,56574,909
boss,M4.5:III (123657),4056,55357,473
segue2,M1,3325,54942,184
segue2,M0V,3325,54942,190
segue2,M3,3325,54942,218
segue2,M0,3325,54942,219
segue2,M2,3325,54942,221
segue2,M1,3325,54942,242
segue2,M2,3325,54942,245
boss,M5III (221615),5048,56218,759
boss,M5III (221615),5048,56218,775
boss,M5III (221615),5384,55984,365
boss,M5III (221615),4842,55867,959
boss,M4.5:III (123657),4842,55867,967
boss,M4.5:III (123657),4842,55867,983
boss,M5III (221615),4842,55867,985
boss,M4.5:III (123657),4842,55867,991
boss,M4.5:III (123657),4843,55860,9
boss,M6III (148783),3870,55273,708
sdss,M3,1105,52937,3
sdss,M0,1105,52937,6
sdss,M3,1105,52937,7
sdss,M1,1105,52937,8
sdss,M3,1105,52937,26
sdss,M3,1105,52937,27
sdss,M2,1105,52937,35
sdss,M2,1105,52937,41
sdss,M5,1105,52937,52
sdss,M0,1105,52937,53
sdss,M1,1105,52937,54
boss,M5III (221615),4357,55829,23
sdss,M2,779,52342,196
sdss,M0,779,52342,233
sdss,M0,779,52342,256
segue2,M1,3426,54977,24
sdss,M4,2238,54205,376
sdss,M2V,1982,53436,484
sdss,M3,1982,53436,504
boss,M4.5:III (123657),5738,56002,965
sdss,M6,754,52232,375
boss,M5III (221615),5714,56660,842
boss,M5III (221615),5714,56660,844
boss,M5III (221615),5714,56660,873
sdss,M5,1947,53431,278
sdss,M2,1947,53431,317
sdss,M4,1947,53431,364
sdss,M5,1332,52781,282
sdss,M5,1332,52781,284
sdss,M1,1332,52781,309
sdss,M0,2208,53880,412
sdss,M2,2208,53880,431
sdss,M5,2208,53880,443
sdss,M2,2208,53880,446
sdss,M1,2208,53880,473
sdss,M3,2208,53880,474
sdss,M6,2208,53880,476
sdss,M2,2208,53880,478
segue2,M1,3320,54912,80
segue2,M4,3320,54912,96
segue2,M0,3320,54912,99
segue2,M0,3320,54912,102
sdss,M6,1949,53433,94
sdss,M4,1949,53433,100
sdss,M2,1949,53433,101
sdss,M7,1949,53433,107
sdss,M5,1023,52818,44
sdss,M3,1023,52818,49
sdss,M8,756,52577,51
sdss,M6,756,52577,57
sdss,M2V,756,52577,64
boss,M4II (175588),6253,56574,978
sdss,M6,2210,53535,96
sdss,M1,2210,53535,98
sdss,M2,2210,53535,103
sdss,M0,2210,53535,111
sdss,M2,2210,53535,128
sdss,M2,1653,53534,130
sdss,M9,1653,53534,141
sdss,M4,1653,53534,147
sdss,M1,1653,53534,153
sdss,M1,1653,53534,178
segue1,M2,2829,54623,96
sdss,M2,268,51633,41
boss,M4.5:III (123657),6716,56401,97
sdss,M3,1949,53433,139
sdss,M5,1949,53433,159
sdss,M0,1949,53433,168
sdss,M7,1949,53433,190
boss,M5III (221615),7101,56659,102
sdss,M6,756,52577,70
boss,M5III (221615),4056,55357,603
boss,M5III (221615),4056,55357,628
sdss,M2,1337,52767,292
boss,M3III (44478),4058,55358,669
boss,M5III (221615),4058,55358,679
segue2,M3,3325,54942,383
segue2,M1,3325,54942,398
segue2,M0,3325,54942,408
segue2,M1,3325,54942,423
segue2,M2,3325,54942,424
segue2,M1,3325,54942,437
boss,M1 (204445),5719,56014,155
boss,M5III (221615),5719,56014,175
boss,M5III (221615),4772,55654,347
boss,M5III (221615),3823,55534,59
segue2,M2,3325,54942,510
boss,M1 (204445),3656,55241,471
boss,M6III (148783),3656,55241,485
boss,M5III (221615),3656,55241,503
boss,M3III (44478),3656,55241,507
segue1,M2,2926,54625,463
boss,M5III (221615),6043,56096,481
boss,M5III (221615),6043,56096,515
sdss,M4,1108,53227,385
sdss,M0,1108,53227,386
sdss,M1,1108,53227,395
sdss,M2,1108,53227,396
sdss,M0,1108,53227,400
sdss,M0,1108,53227,406
sdss,M4,1108,53227,414
sdss,M0,1108,53227,422
sdss,M0,1108,53227,426
sdss,M3,1108,53227,430
sdss,M3,1108,53227,435
sdss,M5,1108,53227,437
sdss,M2,1108,53227,447
sdss,M3,1108,53227,448
boss,M5III (221615),5351,55952,577
segue2,M1,3427,54979,445
segue2,M0,3427,54979,457
segue2,M0,3427,54979,465
segue2,M1,3427,54979,485
segue2,M0V,3427,54979,496
sdss,M3,2525,54569,84
sdss,M4,2525,54569,92
sdss,M6,2525,54569,94
sdss,M2,2525,54569,100
sdss,M2,2525,54569,107
sdss,M3,2525,54569,123
boss,M4.5:III (123657),5066,55749,987
sdss,M9,2525,54569,469
sdss,M7,2525,54569,486
sdss,M0V,2525,54569,499
sdss,M3,2525,54569,505
sdss,M1,2208,53880,494
sdss,M3,2208,53880,496
sdss,M3,2208,53880,503
sdss,M4,2208,53880,504
sdss,M7,2208,53880,509
sdss,M1,2208,53880,514
boss,M5III (221615),4321,55504,983
boss,M1 (204445),4322,55503,1
boss,M6III (148783),5331,55976,982
boss,M1 (204445),5332,55981,67
sdss,M1,1651,53442,362
boss,M5III (221615),3819,55540,781
sdss,M9,1949,53433,202
sdss,M6,1949,53433,208
sdss,M0,1949,53433,209
sdss,M8,1949,53433,213
sdss,M4,1949,53433,237
sdss,M3,1949,53433,253
sdss,M2,1653,53534,199
sdss,M2V,1653,53534,213
sdss,M2,1023,52818,100
sdss,M0,1023,52818,101
sdss,M4,1023,52818,122
sdss,M5,756,52577,100
sdss,M3,756,52577,108
sdss,M4,756,52577,111
sdss,M0,756,52577,119
sdss,M2,2210,53535,163
boss,M4.5:III (123657),5990,56066,197
sdss,M3,2495,54175,254
segue1,M1,2829,54623,223
segue1,M3,2829,54623,251
segue1,M1,2829,54623,254
boss,M0III (168720),6466,56310,262
segue2,M1,3325,54942,516
segue2,M1,3325,54942,556
boss,M6III (148783),5719,56014,276
boss,M1 (204445),6718,56398,425
boss,M5III (221615),6718,56398,466
sdss,M2,1337,52767,582
sdss,M1,1337,52767,605
sdss,M2,1337,52767,621
sdss,M0,1657,53520,1
sdss,M4,1657,53520,13
sdss,M3,1657,53520,28
sdss,M2,1657,53520,49
boss,M7IIIevar (177940),5719,56014,432
sdss,M4,1026,52558,79
boss,M1 (204445),3659,55181,15
sdss,M2,1423,53167,164
boss,M5III (221615),4851,55680,52
boss,M5III (221615),4851,55680,54
boss,M4.5:III (123657),7123,56726,444
segue2,M1,3428,54979,577
segue2,M1,3428,54979,578
segue2,M5,3428,54979,582
segue2,M2,3428,54979,602
segue2,M1,3428,54979,619
sdss,M2,1985,53431,450
sdss,M1,1985,53431,480
sdss,M6,1985,53431,510
sdss,M1,2526,54582,602
sdss,M4,2526,54582,603
sdss,M0,2526,54582,611
sdss,M3,2526,54582,621
sdss,M6,2526,54582,625
sdss,M6,2526,54582,629
sdss,M3,2526,54582,637
sdss,M5,2526,54582,638
boss,M5III (221615),4562,55570,328
boss,M1 (204445),4359,55533,968
boss,M4.5:III (123657),4541,55882,41
boss,M5III (221615),4322,55503,55
sdss,M0,1651,53442,443
sdss,M5,1949,53433,295
boss,M3III (44478),6254,56268,81
sdss,M2,2210,53535,237
sdss,M2,2210,53535,263
boss,M5III (221615),4056,55357,731
sdss,M4,1949,53433,330
sdss,M3,1949,53433,350
sdss,M3,1949,53433,353
segue1,M7,2829,54623,367
segue1,M1,2829,54623,384
boss,M6III (148783),3821,55535,82
boss,M5III (221615),5049,56103,247
boss,M4.5:III (123657),5049,56103,255
boss,M4.5:III (123657),5049,56103,267
boss,M4.5:III (123657),5049,56103,281
segue2,M2,3326,54943,119
segue2,M2,3326,54943,121
segue2,M0V,3326,54943,137
segue2,M3,3326,54943,139
segue2,M3,3326,54943,144
segue2,M0,3326,54943,158
segue2,M0,3326,54943,165
boss,M4II (175588),6468,56311,765
boss,M4.5:III (123657),6468,56311,809
boss,M5III (221615),3823,55534,300
boss,M4.5:III (123657),4544,55855,703
boss,M6III (148783),7103,56661,360
boss,M5III (221615),7103,56661,377
boss,M5III (221615),7103,56661,412
sdss,M1,1657,53520,287
sdss,M6,1657,53520,300
sdss,M3,1426,52993,460
sdss,M3,1426,52993,494
boss,M5III (221615),6314,56191,233
boss,M5III (221615),5801,56328,749
boss,M6III (148783),7183,56658,66
sdss,M4,1747,53075,34
sdss,M2,1986,53475,517
sdss,M2,1986,53475,527
sdss,M2,1986,53475,539
sdss,M6,1986,53475,553
boss,M4.5:III (123657),4360,55539,543
sdss,M2,2528,54571,523
sdss,M0,2528,54571,566
sdss,M3,783,52325,335
sdss,M3,2529,54585,331
sdss,M5,2529,54585,360
sdss,M3,2529,54585,363
sdss,M0,2529,54585,382
segue1,M2,2872,54533,2
segue1,M0,2872,54533,3
segue1,M2,2872,54533,19
segue1,M1,2872,54533,25
sdss,M3,2242,54153,327
sdss,M3,1021,52460,436
boss,M5III (221615),5045,56181,999
boss,M6III (148783),5989,56312,162
sdss,M3,2493,54115,474
sdss,M2,2493,54115,499
boss,M5III (221615),5332,55981,141
boss,M4.5:III (123657),4056,55357,793
boss,M5III (221615),4056,55357,805
boss,M5III (221615),4056,55357,812
boss,M4.5:III (123657),4056,55357,816
boss,M5III (221615),4056,55357,820
sdss,M3,1334,52764,335
sdss,M4,1334,52764,351
sdss,M5,1334,52764,370
boss,M4.5:III (123657),4770,55928,320
sdss,M0V,494,51915,51
boss,M5III (221615),4056,55357,850
boss,M4.5:III (123657),4056,55357,851
boss,M1 (204445),4056,55357,856
boss,M4.5:III (123657),4056,55357,863
boss,M5III (221615),4056,55357,879
boss,M5III (221615),4056,55357,896
boss,M5III (221615),7101,56659,325
boss,M5III (221615),7101,56659,337
sdss,M5,2210,53535,369
segue2,M2,3320,54912,460
segue2,M2,3320,54912,463
sdss,M6,1334,52764,415
segue1,M2,2829,54623,466
segue1,M1,2829,54623,482
segue1,M2,2829,54623,494
segue1,M6,2829,54623,501
boss,M4.5:III (123657),3821,55535,237
boss,M5III (221615),6256,56323,395
sdss,M4,2214,53794,145
sdss,M3,2214,53794,171
sdss,M6,2214,53794,176
sdss,M0V,2214,53794,193
boss,M4.5:III (123657),6718,56398,831
boss,M5III (221615),5992,56066,895
segue2,M2,3326,54943,385
boss,M1 (204445),5719,56014,788
boss,M6III (148783),5719,56014,825
boss,M1 (204445),5719,56014,832
sdss,M0,1026,52558,503
boss,M6III (148783),6790,56430,454
boss,M5III (221615),6790,56430,460
sdss,M7,582,52045,589
boss,M4.5:III (123657),5804,56304,691
sdss,M5,1052,52466,452
sdss,M6,1052,52466,458
sdss,M1,1052,52466,463
sdss,M0V,1052,52466,474
sdss,M6,1052,52466,503
sdss,M8,2243,53794,85
sdss,M0,2243,53794,101
sdss,M2,2243,53794,115
sdss,M4,2243,53794,120
sdss,M3,2243,53794,141
boss,M1 (204445),4791,55889,567
boss,M5III (221615),4791,55889,569
boss,M4.5:III (123657),4791,55889,577
boss,M5III (221615),4791,55889,583
boss,M4.5:III (123657),4791,55889,593
boss,M5III (221615),4791,55889,595
sdss,M7,2531,54572,296
boss,M3III (44478),4079,55363,111
boss,M5III (221615),4079,55363,133
boss,M5III (221615),5355,56009,127
boss,M3III (44478),4362,55828,393
boss,M6III (148783),5332,55981,209
segue1,M2,2827,54422,451
segue1,M5,2827,54422,499
boss,M4.5:III (123657),3819,55540,917
sdss,M6,1332,52781,461
sdss,M6,1332,52781,507
sdss,M6,1332,52781,547
boss,M5III (221615),6253,56574,109
segue2,M0,3318,54951,522
segue2,M2,3318,54951,523
segue2,M2,3318,54951,539
segue2,M2,3318,54951,556
segue2,M1,3318,54951,562
sdss,M2V,2493,54115,585
sdss,M4,756,52577,229
sdss,M1,756,52577,230
sdss,M2,756,52577,252
sdss,M6,756,52577,254
sdss,M5,756,52577,256
sdss,M7,268,51633,439
sdss,M2,2210,53535,437
sdss,M3,2210,53535,446
sdss,M3,2210,53535,451
boss,M4.5:III (123657),4056,55357,909
sdss,M2,1653,53534,525
sdss,M2,1653,53534,534
sdss,M0V,1653,53534,569
sdss,M3,1653,53534,573
boss,M4.5:III (123657),4323,55884,395
boss,M5III (221615),6716,56401,474
boss,M5III (221615),5716,56684,392
boss,M3III (44478),7101,56659,453
boss,M5III (221615),7101,56659,482
segue1,M6,2829,54623,566
sdss,M1,1334,52764,515
sdss,M3,1953,53358,521
sdss,M3,1953,53358,539
sdss,M2,1953,53358,552
sdss,M5,759,52254,523
sdss,M6,759,52254,526
sdss,M2,759,52254,548
sdss,M3,759,52254,570
sdss,M5,759,52254,571
sdss,M0,759,52254,572
boss,M1 (204445),4342,55531,933
boss,M4.5:III (123657),4342,55531,965
sdss,M2,1339,52767,4
boss,M1 (204445),3924,55332,64
boss,M1 (204445),3924,55332,77
boss,M4.5:III (123657),6318,56186,583
boss,M5III (221615),6318,56186,587
boss,M4.5:III (123657),4403,55536,741
segue1,M2,2944,54523,394
segue1,M9,2944,54523,443
segue1,M2,2314,53712,640
segue1,M0V,2315,53741,9
sdss,M6,526,52312,379
sdss,M3,294,51986,232
sdss,M6,1990,53472,386
sdss,M2,1990,53472,393
sdss,M7,1990,53472,400
sdss,M3,1990,53472,403
sdss,M1,1990,53472,405
sdss,M4,1990,53472,406
sdss,M6,1990,53472,430
sdss,M2,1990,53472,432
sdss,M4,1990,53472,433
sdss,M3,1990,53472,435
sdss,M3,1990,53472,444
sdss,M6,1990,53472,445
segue2,M1,3459,55007,59
segue2,M2,3459,55007,60
segue2,M3,3459,55007,61
segue2,M1,3459,55007,82
segue2,M2V,3459,55007,99
segue2,M1,3459,55007,105
segue2,M2,3459,55007,116
boss,M4.5:III (123657),3843,55278,107
boss,M4.5:III (123657),3843,55278,121
boss,M4.5:III (123657),6489,56329,375
sdss,M4,527,52342,299
sdss,M0V,527,52342,303
sdss,M0V,527,52342,335
sdss,M3,1947,53431,514
sdss,M4,1947,53431,524
sdss,M1,1947,53431,526
sdss,M2,1947,53431,544
sdss,M2V,1947,53431,546
sdss,M3,1947,53431,547
sdss,M3,1947,53431,550
sdss,M3,1947,53431,569
sdss,M6,1947,53431,575
boss,M1 (204445),5046,56243,89
boss,M5III (221615),5046,56243,123
boss,M5III (221615),5046,56243,133
sdss,M2V,494,51915,195
sdss,M5,1653,53534,580
sdss,M4,1653,53534,583
sdss,M4,1653,53534,586
sdss,M0,1653,53534,614
boss,M1 (204445),6254,56268,313
boss,M4.5:III (123657),6254,56268,335
boss,M4.5:III (123657),6254,56268,349
boss,M1 (204445),6254,56268,364
boss,M5III (221615),3821,55535,313
boss,M5III (221615),3821,55535,314
sdss,M4,268,51633,556
boss,M1 (204445),5716,56684,506
sdss,M0V,1334,52764,580
sdss,M3,1334,52764,626
sdss,M5,1334,52764,627
boss,M5III (221615),5333,56001,504
boss,M1 (204445),5333,56001,528
boss,M1 (204445),5047,55833,243
boss,M5III (221615),5047,55833,251
boss,M1 (204445),4057,55357,45
boss,M5III (221615),4057,55357,75
boss,M1 (204445),4057,55357,85
boss,M6III (148783),7101,56659,562
segue1,M3,2833,54650,17
segue1,M0,2833,54650,47
segue1,M4,2833,54650,50
sdss,M4,1950,53436,80
sdss,M3,1950,53436,102
sdss,M6,1339,52767,18
